abstract,keyword,country
"We consider the problem of tracking multiple, unknown, and time-varying numbers of objects using a distributed network of heterogeneous sensors. In an effort to derive a formulation for practical settings, we consider limited and unknown sensor field-of-views (FoVs), sensors with limited local computational resources and communication channel capacity. The resulting distributed multi-object tracking algorithm involves solving an NP-hard multidimensional assignment problem either optimally for small-size problems or sub-optimally for general practical problems. For general problems, we propose an efficient distributed multi-object tracking algorithm that performs track-to-track fusion using a clustering-based analysis of the state space transformed into a density space to mitigate the complexity of the assignment problem. The proposed algorithm can more efficiently group local track estimates for fusion than existing approaches. To ensure we achieve globally consistent identities for tracks across a network of nodes as objects move between FoVs, we develop a graph-based algorithm to achieve label consensus and minimise track segmentation. Numerical experiments with a synthetic and a real-world trajectory dataset demonstrate that our proposed method is significantly more computationally efficient than state-of-the-art solutions, achieving similar tracking accuracy and bandwidth requirements but with improved label consistency.",[''],[]
,[''],[]
"We prove that a complete solution to the Ricci flow on M×[−T,0)𝑀𝑇0M\times[-T,0)italic_M × [ - italic_T , 0 ) which has quadratic curvature decay on some end of M𝑀Mitalic_M
and converges locally smoothly to the end of a cone on that neighborhood as t↗0↗𝑡0t\nearrow 0italic_t ↗ 0 must be a gradient shrinking soliton.",[''],[]
"Camera traps are valuable tools in animal ecology for biodiversity monitoring and conservation.
However, challenges like poor generalization to deployment at new unseen locations limit their practical application.
Images are naturally associated with heterogeneous forms of context possibly in different modalities.
In this work, we leverage the structured context associated with the camera trap images to improve out-of-distribution generalization for the task of species identification in camera traps.
For example, a photo of a wild animal may be associated with information about where and when it was taken, as well as structured biology knowledge about the animal species.
While typically overlooked by existing work, bringing back such context offers several potential benefits for better image understanding, such as addressing data scarcity and enhancing generalization.
However, effectively integrating such heterogeneous context into the visual domain is a challenging problem.
To address this, we propose a novel framework that reformulates species classification as link prediction in a multimodal knowledge graph (KG).
This framework seamlessly integrates various forms of multimodal context for visual recognition.
We apply this framework for out-of-distribution species classification on the iWildCam2020-WILDS and Snapshot Mountain Zebra datasets and achieve competitive performance with state-of-the-art approaches. Furthermore, our framework successfully incorporates biological taxonomy for improved generalization and enhances sample efficiency for recognizing under-represented species.111Code and data will be released on GitHub.",[''],[]
"We present a review of personality in neural conversational agents (CAs), also called chatbots. First, we define Personality, Persona, and Profile. We explain all personality schemes which have been used in CAs, and list models under the scheme(s) which they use. Second we describe 21 datasets which have been developed in recent CA personality research. Third, we define the methods used to embody personality in a CA, and review recent models using them. Fourth, we survey some relevant reviews on CAs, personality, and related topics. Finally, we draw conclusions and identify some research challenges for this important emerging field.",[''],[]
"This is a report on JamCoders, a four-week long computer-science camp for high school
students in Jamaica. The camp teaches college-level
coding and algorithms, and targets academically excellent students in grades
9–11 (ages 14–17).
Qualitative assessment shows that the camp was, in general terms, a success. We
reflect on the background and academic structure of the camp and share key
takeaways on designing and operating a successful camp. We analyze data
collected before, during and after the camp and map the effects of
demographic differences on student performance in camp. We conclude with a
discussion on possible improvements on our approach.",[''],[]
"Bayesian neural networks (BNNs) are a principled approach to modeling predictive uncertainties in deep learning, which are important in safety-critical applications.
Since exact Bayesian inference over the weights in a BNN is intractable, various approximate inference methods exist, among which sampling methods such as Hamiltonian Monte Carlo (HMC) are often considered the gold standard.
While HMC provides high-quality samples, it lacks interpretable summary statistics because its sample mean and variance is meaningless in neural networks due to permutation symmetry.
In this paper, we first show that the role of permutations can be meaningfully quantified by a number of transpositions metric.
We then show that the recently proposed rebasin method (ainsworth2022git, ) allows us to summarize HMC samples into a compact representation that provides a meaningful explicit uncertainty estimate for each weight in a neural network, thus unifying sampling methods with variational inference.
We show that this compact representation allows us to compare trained BNNs directly in weight space across sampling methods and variational inference, and to efficiently prune neural networks trained without explicit Bayesian frameworks by exploiting uncertainty estimates from HMC.",[''],[]
"We establish that the summability of the series ∑εnsubscript𝜀𝑛\sum\varepsilon_{n}∑ italic_ε start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT is the necessary and sufficient criterion ensuring that every
(1+εn)1subscript𝜀𝑛(1+\varepsilon_{n})( 1 + italic_ε start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT ) Markushevich basis in a separable Hilbert space is a Riesz basis. Further we show that if n⁢εn→∞→𝑛subscript𝜀𝑛n\varepsilon_{n}\to\inftyitalic_n italic_ε start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT → ∞, then in ℓ2subscriptℓ2\ell_{2}roman_ℓ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT there exists a (1+εn)1subscript𝜀𝑛(1+\varepsilon_{n})( 1 + italic_ε start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT )
Markushevich basis that under any permutation is non-equivalent to a Schauder basis. We extend this result to any separable Banach space. Finally we provide examples of Auerbach bases in
1-symmetric separable Banach spaces whose no permutations are equivalent to any Schauder basis or (depending on the space) any unconditional Schauder basis.",[''],[]
"Conventional diagonalization methods to calculate nuclear energy levels in the framework of the configuration-interaction (CI) shell model approach are prohibited in very large model spaces. The shell model Monte Carlo (SMMC) is a powerful technique for calculating thermal and ground-state observables of nuclei in very large model spaces, but it is challenging to extract nuclear spectra in this approach. We present a novel method to extract low-lying energy levels for given values of a set of good quantum numbers such as spin and parity. The method is based on imaginary-time one-body density correlation matrices that satisfy asymptotically a generalized eigenvalue problem. We validate the method in a light nucleus that allows comparison with exact diagonalization results of the CI shell model Hamiltonian. The method is applicable to other finite-size quantum many-body systems that can be described within a CI shell model approach.",[''],['USA']
"In this paper we completely describe the winning and losing conditions different from the only “trivial” conditions known before. In other words, we solve the open question of finding a complete nontrivial Schmidt diagram. In addition, we give the new bounds for two family of sets: one related to frequencies of digits in base-2222 expansions, and one connected to the set of the badly approximable numbers.",[''],[]
,[''],[]
"In this paper, we focus on the One-shot Novel View Synthesis (O-NVS) task which targets synthesizing photo-realistic novel views given only one reference image per scene. Previous One-shot Generalizable Neural Radiance Fields (OG-NeRF) methods solve this task in an inference-time finetuning-free manner, yet suffer the blurry issue due to the encoder-only architecture that highly relies on the limited reference image. On the other hand, recent diffusion-based image-to-3d methods show vivid plausible results via distilling pre-trained 2D diffusion models into a 3D representation, yet require tedious per-scene optimization. Targeting these issues, we propose the GD22{}^{2}start_FLOATSUPERSCRIPT 2 end_FLOATSUPERSCRIPT-NeRF, a Generative Detail compensation framework via GAN and Diffusion that is both inference-time finetuning-free and with vivid plausible details.
In detail, following a coarse-to-fine strategy, GD22{}^{2}start_FLOATSUPERSCRIPT 2 end_FLOATSUPERSCRIPT-NeRF is mainly composed of a One-stage Parallel Pipeline (OPP) and a 3D-consistent Detail Enhancer (Diff3DE). At the coarse stage, OPP first efficiently inserts the GAN model into the existing OG-NeRF pipeline for primarily relieving the blurry issue with in-distribution priors captured from the training dataset, achieving a good balance between sharpness (LPIPS, FID) and fidelity (PSNR, SSIM). Then, at the fine stage, Diff3DE further leverages the pre-trained image diffusion models to complement rich out-distribution details while maintaining decent 3D consistency.
Extensive experiments on both the synthetic and real-world datasets show that GD22{}^{2}start_FLOATSUPERSCRIPT 2 end_FLOATSUPERSCRIPT-NeRF noticeably improves the details while without per-scene finetuning.","['Index', 'Terms: ', 'One-shot novel view synthesis, generalizable neural radiance fields,\n3D reconstruction,', 'GAN, diffusion model.']",[]
"Deep Metric Learning (DML) plays an important role in modern computer vision research, where we learn a distance metric for a set of image representations. Recent DML techniques utilize the proxy to interact with the corresponding image samples in the embedding space. However, existing proxy-based DML methods focus on learning individual proxy-to-sample distance while the overall distribution of samples and proxies lacks attention. In this paper, we present a novel proxy-based DML framework that focuses on aligning the sample and proxy distributions to improve the efficiency of proxy-based DML losses. Specifically, we propose the Data-Augmented Domain Adaptation (DADA) method to adapt the domain gap between the group of samples and proxies. To the best of our knowledge, we are the first to leverage domain adaptation to boost the performance of proxy-based DML. We show that our method can be easily plugged into existing proxy-based DML losses. Our experiments on benchmarks, including the popular CUB-200-2011, CARS196, Stanford Online Products, and In-Shop Clothes Retrieval, show that our learning algorithm significantly improves the existing proxy losses and achieves superior results compared to the existing methods. Our code is available at https://github.com/Noahsark/DADA",[''],[]
"This supplementary material provides additional material not contained in the main paper. Section S.1 delivers proofs of the results for characterizing distributional parallel trends in Appendix LABEL:ssec:appendixA. Section S.2 describes the required derivatives for implementing the Delta method, facilitating the computation of standard errors associated with estimated treatment effects. Section S.3 outlines technical assumptions and results for the estimation of our semiparametric model in the absence of misreporting. Section S.4
presents a decomposition of another possible causal quantity, characterized by the difference between potential self-reported outcome distributions under treatment and control. Finally, Sections S.5 and S.6 display additional simulation and empirical results, respectively.",[''],[]
"We study the evolution with collision energy of the parameters describing the two-pion correlation function in the context of relativistic heavy-ion collisions within the NICA energy range. To this end, we perform UrQMD simulations to produce samples of pions from 5×1065superscript1065\times 10^{6}5 × 10 start_POSTSUPERSCRIPT 6 end_POSTSUPERSCRIPT Bi+Bi collisions for each of the studied energies. The effects of the quantum correlations are introduced using the correlation afterburner code CRAB. We fit the correlation function using Gaussian, Lorentzian and symmetric Lévy distributions and show that for all collision energies the latter provides the best fit. We separate the sample into pions coming from primary processes and pions originating from the decay of long-lived resonances and show that the source size for the latter is significantly larger than for the former, which is consistent with the core-halo picture of pion production. We then simulate the effects of a non-ideal detector introducing a momentum smearing parameter representing the minimum pair momentum and thus a maximum source size that can be resolved. By resorting again to the core-halo picture, we show that the values of the correlation function intercept parameter are affected by the presence of a significant fraction of core pions coming from the decay of long-lived but slow moving resonances. We argue that the study of the evolution of these two core components with the collision energy can provide useful insights to look for signs of criticality in correlation function studies.",[''],['Mexico.']
"The study of ψ−limit-from𝜓\psi-italic_ψ -hyperholomorphic functions defined on domains in ℝ4superscriptℝ4\mathbb{R}^{4}blackboard_R start_POSTSUPERSCRIPT 4 end_POSTSUPERSCRIPT with values in ℍℍ\mathbb{H}blackboard_H, namely null-solutions of the ψ−limit-from𝜓\psi-italic_ψ -Fueter operator, is a topic which captured great interest in quaternionic analysis. This class of functions is more general than that of Fueter regular functions.
In the setting of (q,q′)−limit-from𝑞superscript𝑞′(q,q^{\prime})-( italic_q , italic_q start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT ) -calculus, also known as post quantum calculus, we introduce a deformation of the ψ−limit-from𝜓\psi-italic_ψ -Fueter operator written in terms of suitable difference operators, which reduces to a deformed q𝑞qitalic_q calculus when q′=1superscript𝑞′1q^{\prime}=1italic_q start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT = 1. We also prove the Stokes and Borel-Pompeiu formulas in this context.
This work is the first investigation of results in quaternionic analysis in the setting of the (q,q′)−limit-from𝑞superscript𝑞′(q,q^{\prime})-( italic_q , italic_q start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT ) -calculus theory.

Keywords. (q,q′)−limit-from𝑞superscript𝑞′(q,q^{\prime})-( italic_q , italic_q start_POSTSUPERSCRIPT ′ end_POSTSUPERSCRIPT ) -calculus, Stokes formula, Borel-Pompeiu formula, quaternionic analysis
MSC 2020. Primary: 30G30; 30G35, 05A30, Secondary: 46S05, 47S05",[''],[]
"We get multiplicity of normalized solutions for the fractional Schrödinger equation



{(−Δ)s⁢u+V⁢(ε⁢x)⁢u=λ⁢u+h⁢(ε⁢x)⁢f⁢(u)in⁢ℝN,∫ℝN|u|2⁢𝑑x=a,casessuperscriptΔ𝑠𝑢𝑉𝜀𝑥𝑢𝜆𝑢ℎ𝜀𝑥𝑓𝑢insuperscriptℝ𝑁subscriptsuperscriptℝ𝑁superscript𝑢2differential-d𝑥𝑎missing-subexpression\displaystyle\left\{\begin{array}[]{ll}(-\Delta)^{s}u+V(\varepsilon x)u=%
\lambda u+h(\varepsilon x)f(u)&\mbox{in}\ \mathbb{R}^{N},\\
\displaystyle\int_{\mathbb{R}^{N}}|u|^{2}dx=a,\end{array}\right.{ start_ARRAY start_ROW start_CELL ( - roman_Δ ) start_POSTSUPERSCRIPT italic_s end_POSTSUPERSCRIPT italic_u + italic_V ( italic_ε italic_x ) italic_u = italic_λ italic_u + italic_h ( italic_ε italic_x ) italic_f ( italic_u ) end_CELL start_CELL in blackboard_R start_POSTSUPERSCRIPT italic_N end_POSTSUPERSCRIPT , end_CELL end_ROW start_ROW start_CELL ∫ start_POSTSUBSCRIPT blackboard_R start_POSTSUPERSCRIPT italic_N end_POSTSUPERSCRIPT end_POSTSUBSCRIPT | italic_u | start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT italic_d italic_x = italic_a , end_CELL start_CELL end_CELL end_ROW end_ARRAY



where (−Δ)ssuperscriptΔ𝑠(-\Delta)^{s}( - roman_Δ ) start_POSTSUPERSCRIPT italic_s end_POSTSUPERSCRIPT is the fractional Laplacian, s∈(0,1)𝑠01s\in(0,1)italic_s ∈ ( 0 , 1 ), a,ε>0𝑎𝜀0a,\varepsilon>0italic_a , italic_ε > 0, λ∈ℝ𝜆ℝ\lambda\in\mathbb{R}italic_λ ∈ blackboard_R is an unknown parameter that appears as a Lagrange multiplier,
V,h:ℝN→[0,+∞):𝑉ℎ→superscriptℝ𝑁0V,h:\mathbb{R}^{N}\rightarrow[0,+\infty)italic_V , italic_h : blackboard_R start_POSTSUPERSCRIPT italic_N end_POSTSUPERSCRIPT → [ 0 , + ∞ ) are bounded and continuous, and f𝑓fitalic_f is continuous function with L2superscript𝐿2L^{2}italic_L start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT-subcritical growth. We prove that
the numbers of normalized solutions are at least the numbers of global maximum points of hℎhitalic_h when ε𝜀\varepsilonitalic_ε is small enough.","['Key words and phrases:', 'Fractional', 'Laplacian,', 'Normalized solution,', 'Mass critical exponent']",[]
"Federated Learning (FL) enables collaborative model training among participants while guaranteeing the privacy of raw data. Mainstream FL methodologies overlook the dynamic nature of real-world data, particularly its tendency to grow in volume and diversify in classes over time. This oversight results in FL methods suffering from catastrophic forgetting, where models inadvertently discard previously learned information upon assimilating new data.
In response to this challenge, we propose a novel Federated Class-Incremental Learning (FCIL) method, named FCIL with New-Class Augmented Self-Distillation (FedNASD). FedNASD combines new class scores, which are inferred from current models, with historical models’ predictions. Based on the combined past and present knowledge, it incorporates self-distillation over models on clients, aiming to achieve effective knowledge transfer from historical models to current models. Theoretical analysis demonstrates that FedNASD is equivalent to modeling old class scores as conditional probabilities in the absence of new classes. Additionally, it reconciles the predictions of new classes with current models to refine the conditional probabilities of historical scores where new classes do not exist. Empirical experiments demonstrate the superiority of FedNASD over four baseline algorithms in reducing the average forgetting rate and boosting global accuracy.",[''],[]
"We are concerned with the existence of normalized solutions for a class of generalized Chern-Simons-Schrödinger type problems
with supercritical exponential growth



{−Δ⁢u+λ⁢u+A0⁢u+∑j=12Aj2⁢u=f⁢(u),∂1A2−∂2A1=−12⁢|u|2,∂1A1+∂2A2=0,∂1A0=A2⁢|u|2,∂2A0=−A1⁢|u|2,∫ℝ2|u|2⁢𝑑x=a2,casesΔ𝑢𝜆𝑢subscript𝐴0𝑢superscriptsubscript𝑗12superscriptsubscript𝐴𝑗2𝑢𝑓𝑢missing-subexpressionformulae-sequencesubscript1subscript𝐴2subscript2subscript𝐴112superscript𝑢2subscript1subscript𝐴1subscript2subscript𝐴20missing-subexpressionformulae-sequencesubscript1subscript𝐴0subscript𝐴2superscript𝑢2subscript2subscript𝐴0subscript𝐴1superscript𝑢2missing-subexpressionsubscriptsuperscriptℝ2superscript𝑢2differential-d𝑥superscript𝑎2missing-subexpression\left\{\begin{array}[]{ll}\displaystyle-\Delta u+\lambda u+A_{0}u+\sum\limits_%
{j=1}^{2}A_{j}^{2}u=f(u),\\
\displaystyle\partial_{1}A_{2}-\partial_{2}A_{1}=-\frac{1}{2}|u|^{2},%
\leavevmode\nobreak\ \partial_{1}A_{1}+\partial_{2}A_{2}=0,\\
\displaystyle\partial_{1}A_{0}=A_{2}|u|^{2},\leavevmode\nobreak\ \partial_{2}A%
_{0}=-A_{1}|u|^{2},\\
\displaystyle\int_{\mathbb{R}^{2}}|u|^{2}dx=a^{2},\end{array}\right.{ start_ARRAY start_ROW start_CELL - roman_Δ italic_u + italic_λ italic_u + italic_A start_POSTSUBSCRIPT 0 end_POSTSUBSCRIPT italic_u + ∑ start_POSTSUBSCRIPT italic_j = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT italic_A start_POSTSUBSCRIPT italic_j end_POSTSUBSCRIPT start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT italic_u = italic_f ( italic_u ) , end_CELL start_CELL end_CELL end_ROW start_ROW start_CELL ∂ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT - ∂ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT = - divide start_ARG 1 end_ARG start_ARG 2 end_ARG | italic_u | start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT , ∂ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT + ∂ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT = 0 , end_CELL start_CELL end_CELL end_ROW start_ROW start_CELL ∂ start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 0 end_POSTSUBSCRIPT = italic_A start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT | italic_u | start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT , ∂ start_POSTSUBSCRIPT 2 end_POSTSUBSCRIPT italic_A start_POSTSUBSCRIPT 0 end_POSTSUBSCRIPT = - italic_A start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT | italic_u | start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT , end_CELL start_CELL end_CELL end_ROW start_ROW start_CELL ∫ start_POSTSUBSCRIPT blackboard_R start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT end_POSTSUBSCRIPT | italic_u | start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT italic_d italic_x = italic_a start_POSTSUPERSCRIPT 2 end_POSTSUPERSCRIPT , end_CELL start_CELL end_CELL end_ROW end_ARRAY



where a≠0𝑎0a\neq 0italic_a ≠ 0, λ∈ℝ𝜆ℝ\lambda\in\mathbb{R}italic_λ ∈ blackboard_R is known as the Lagrange multiplier
and f∈𝒞1⁢(ℝ)𝑓superscript𝒞1ℝf\in\mathcal{C}^{1}(\mathbb{R})italic_f ∈ caligraphic_C start_POSTSUPERSCRIPT 1 end_POSTSUPERSCRIPT ( blackboard_R ) denotes the nonlinearity that fulfills the
supercritical exponential growth in the Trudinger-Moser sense at infinity.
Under suitable assumptions, combining the constrained minimization approach together with the homotopy stable family and elliptic regularity theory,
we obtain that the problem has at least a ground state solution.","['Key words and phrases: ', 'Normalized solutions,', 'Chern-Simons-Schrödinger system,', 'Trudinger-Moser inequality,', 'Constrained minimization approach,', 'Ground state solution,', 'Variational method.']",[]
,[''],[]
"Several reports in education have called for transforming physics learning environments by promoting sensemaking of real-world scenarios in light of curricular ideas. Recent advancements in Generative-Artificial Intelligence has garnered increasing traction in educators’ community by virtue of its potential in transforming STEM learning. In this exploratory study, we adopt a mixed-methods approach in comparatively examining student- and AI-generated responses to two different formats of a physics problem through the cognitive lenses of sensemaking and mechanistic reasoning. The student data is derived from think-aloud interviews of introductory students and the AI data comes from ChatGPT’s solutions collected using Zero shot approach. The results highlight AI responses to evidence most features of the two processes through well-structured solutions and student responses to effectively leverage representations in their solutions through iterative refinement of arguments. In other words, while AI responses reflect how physics is talked about, the student responses reflect how physics is practiced. Implications of these results in light of development and deployment of AI systems in physics pedagogy are discussed.",[''],[]
,[''],[]
"We propose a Safe Adversarial Trained Actor Critic (SATAC) algorithm for offline reinforcement learning (RL) with general function approximation in the presence of limited data coverage. SATAC operates as a two-player Stackelberg game featuring a refined objective function. The actor (leader player) optimizes the policy against two adversarially trained value critics (follower players), who focus on scenarios where the actor’s performance is inferior to the behavior policy. Our framework provides both theoretical guarantees and a robust deep-RL implementation. Theoretically, we demonstrate that when the actor employs a no-regret optimization oracle, SATAC achieves two guarantees: (i)𝑖(i)( italic_i ) For the first time in the offline RL setting, we establish that SATAC can produce a policy that outperforms the behavior policy while maintaining the same level of safety, which is critical to designing an algorithm for offline RL. (i⁢i)𝑖𝑖(ii)( italic_i italic_i ) We demonstrate that the algorithm guarantees policy improvement across a broad range of hyperparameters, indicating its practical robustness. Additionally, we offer a practical version of SATAC and compare it with existing state-of-the-art offline safe-RL algorithms in continuous control environments. SATAC outperforms all baselines across a range of tasks, thus validating the theoretical performance.",[''],[]
,[''],[]
"As artificial intelligence (AI) applications continue to expand, there is a growing need for deep neural network (DNN) models. Although DNN models deployed at the edge are promising to provide AI as a service with low latency, their cooperation is yet to be explored. In this paper, we consider the DNN service providers share their computing resources as well as their models’ parameters and allow other DNNs to offload their computations without mirroring. We propose a novel algorithm called coordinated DNNs on edge (CoDE) that facilitates coordination among DNN services by creating multi-task DNNs out of individual models. CoDE aims to find the optimal path that results in the lowest possible cost, where the cost reflects the inference delay, model accuracy, and local computation workload. With CoDE, DNN models can make new paths for inference by using their own or other models’ parameters. We then evaluate the performance of CoDE through numerical experiments. The results demonstrate a 75%percent7575\%75 % reduction in the local service computation workload while degrading the accuracy by only 2%percent22\%2 % and having the same inference time in a balanced load condition. Under heavy load, CoDE can further decrease the inference time by 30%percent3030\%30 % while the accuracy is reduced by only 4%percent44\%4 %.","['Index', 'Terms: ', 'AI as a service, computation offloading, multi-task', 'DNNs, service coordination.']",[]
"Integrating sharded blockchain with IoT presents a solution for trust issues and optimized data flow. Sharding boosts blockchain scalability by dividing its nodes into parallel shards, yet it’s vulnerable to the 1%percent11\%1 % attacks where dishonest nodes target a shard to corrupt the entire blockchain. Balancing security with scalability is pivotal for such systems. Deep Reinforcement Learning (DRL) adeptly handles dynamic, complex systems and multi-dimensional optimization.
This paper introduces a Trust-based and DRL-driven (TbDd) framework, crafted to counter shard collusion risks and dynamically adjust node allocation, enhancing throughput while maintaining network security. With a comprehensive trust evaluation mechanism, TbDd discerns node types and performs targeted resharding against potential threats. The model maximizes tolerance for dishonest nodes, optimizes node movement frequency, ensures even node distribution in shards, and balances sharding risks. Rigorous evaluations prove TbDd’s superiority over conventional random-, community-, and trust-based sharding methods in shard risk equilibrium and reducing cross-shard transactions.","['Index', 'Terms: \nblockchain, sharding, collusion attacks, trustworthiness, deep reinforcement learning, internet-of-things']",[]
"Neural networks are increasingly finding their way into the realm of graphs and modeling relationships between features. Concurrently graph neural network explanation approaches are being invented to uncover relationships between the nodes of the graphs. However, there is a disparity between the existing attribution methods, and it is unclear which attribution to trust. Therefore research has introduced evaluation experiments that assess them from different perspectives. In this work, we assess attribution methods from a perspective not previously explored in the graph domain: retraining. The core idea is to retrain the network on important (or not important) relationships as identified by the attributions and evaluate how networks can generalize based on these relationships. We reformulate the retraining framework to sidestep issues lurking in the previous formulation and propose guidelines for correct analysis. We run our analysis on four state-of-the-art GNN attribution methods and five synthetic and real-world graph classification datasets. The analysis reveals that attributions perform variably depending on the dataset and the network. Most importantly, we observe that the famous GNNExplainer performs similarly to an arbitrary designation of edge importance. The study concludes that the retraining evaluation cannot be used as a generalized benchmark and recommends it as a toolset to evaluate attributions on a specifically addressed network, dataset, and sparsity. Our code is publically available.111
https://github.com/alirezadizaji/GraphROAR",[''],[]
"Realizing photonic graph states, crucial in various quantum protocols, is challenging due to the absence of deterministic entangling gates in linear optics. To address this, emitter qubits are leveraged to establish and transfer the entanglement to photons. We introduce an optimization method for such protocols based on the local Clifford equivalency of states and the graph-shape correlated generation cost parameters. Employing this method, we achieve a 50% reduction in use of the 2-qubit gates for generation of the repeater graph states and a 65% reduction in the total gate count for 15-node random dense graphs.",[''],"['Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada']"
"We introduce a new notion of a periodic pencil of flat connections on a smooth algebraic variety X𝑋Xitalic_X. This is a family ∇(s1,…,sn)∇subscript𝑠1…subscript𝑠𝑛\nabla(s_{1},...,s_{n})∇ ( italic_s start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT , … , italic_s start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT ) of flat connections on a trivial vector bundle on X𝑋Xitalic_X depending linearly on parameters s1,…,snsubscript𝑠1…subscript𝑠𝑛s_{1},...,s_{n}italic_s start_POSTSUBSCRIPT 1 end_POSTSUBSCRIPT , … , italic_s start_POSTSUBSCRIPT italic_n end_POSTSUBSCRIPT and generically invariant, up to isomorphism, under the shifts si↦si+1maps-tosubscript𝑠𝑖subscript𝑠𝑖1s_{i}\mapsto s_{i}+1italic_s start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT ↦ italic_s start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT + 1 for all i𝑖iitalic_i. If
in addition ∇∇\nabla∇ has regular singularities, we call it a quasi-motivic pencil. We
use tools from complex analysis to establish various remarkable properties of such pencils over ℂℂ\mathbb{C}blackboard_C. For example, we show that the monodromy of a quasi-motivic pencil is defined over the field of algebraic functions in e2⁢π⁢i⁢sjsuperscript𝑒2𝜋𝑖subscript𝑠𝑗e^{2\pi is_{j}}italic_e start_POSTSUPERSCRIPT 2 italic_π italic_i italic_s start_POSTSUBSCRIPT italic_j end_POSTSUBSCRIPT end_POSTSUPERSCRIPT, and that its singularities are
constrained to an arrangement of hyperplanes with integer normal vectors. Then we show that many important examples of families of flat connections, such as Knizhnik-Zamolodchikov, Dunkl, and Casimir connections, are quasi-motivic and thus periodic pencils.
Besides being interesting in its own right, the periodic property of a pencil of flat connections turns out to be very useful in computing the eigenvalues of the p𝑝pitalic_p-curvature of its reduction to positive characteristic. This will be done in our forthcoming paper [EV2].",[''],[]
,[''],[]
,[''],[]
"Relative pose estimation for RGBD cameras is crucial in a number of applications. Previous approaches either rely on the RGB aspect of the images to estimate pose thus not fully making use of depth in the estimation process or estimate pose from the 3D cloud of points that each image produces, thus not making full use of RGB information. This paper shows that if one pair of correspondences is hypothesized from the RGB-based ranked-ordered correspondence list, then the space of remaining correspondences is restricted to corresponding pairs of curves nested around the hypothesized correspondence, implicitly capturing depth consistency. This simple Geometric Depth Constraint (GDC)  significantly reduces potential matches. In effect this becomes a filter on possible correspondences that helps reduce the number of outliers and thus expedites RANSAC significantly. As such, the same budget of time allows for more RANSAC iterations and therefore additional robustness and a significant speedup. In addition, the paper proposed a Nested RANSAC approach that also speeds up the process, as shown through experiments on TUM, ICL-NUIM, and RGBD Scenes v2 datasets.",[''],[]
"We study the Marcinkiewicz-Zygmund strong law of large numbers for the cubic partial sums of the discrete Fourier transform of random
fields. We establish Marcinkiewicz–Zygmund types rate of convergence for the discrete Fourier transform of random
fields under weaker conditions than identical distribution.",[''],[]
